"","alpha0tau","alpha1tau","beta1tau","rhotau"
"1",0.913113031775006,0.0321593900556194,0.0464704274235064,0.966824174980566
"2",0.987725651736894,0.00264965675716855,0.0120328634894827,0.00203256739628893
"3",0.955242170879486,0.889893365299242,0.000678647070004023,0.941932672687395
"4",0.33769218785539,0.128150462557642,0.0383505974531204,0.106756130380284
"5",0.0571851045537643,0.106801140137222,0.882386042240139,0.090618056480424
"6",0.0305674363657865,0.418166173947975,0.546579933540681,0.164557304154876
"7",0.175461778813672,0.00910447361461834,0.0187678773540786,0.35986828199842
"8",0.0260473822153081,0.0774149075104767,0.910820787449341,0.22620162128186
"9",0.586977987054845,0.704597193326807,0.00412598676328771,0.620264027227255
"10",0.899421755403549,0.560401912231363,1.5859906911684e-08,0.685083696511686
"11",0.821567545008567,0.415679562156043,0.00879242835323636,0.194298631210882
"12",0.748063481776872,0.214542103794115,0.039039678601541,0.489036338439818
"13",0.87246493554688,0.619182888634248,0.0100129377400443,0.791520497742305
"14",0.624300502582732,0.147468898447043,0.00874278687016416,0.272212486342016
"15",0.1860420893195,0.0529860204329124,0.0451979557477579,0.00390542851514577
"16",0.588272119742546,0.491707582511378,0.484858825802198,0.296600075236726
"17",0.162156463005338,0.597295835177294,0.00622712712927851,0.0485532594336091
"18",0.448736335870951,0.930517128266531,0.013847585053762,0.846710509503683
"19",0.588862510859659,0.348704127344578,0.0618657432762975,0.011539928192449
"20",0.317683213922814,0.638813584813212,0.0337657278279206,0.457951595604762
"21",0.735572707011786,0.74368250031778,1.19559079063742e-05,0.744405896613958
"22",0.749115266005596,0.287421237266833,0.0896518414123261,0.763162479210542
"23",0.956539171170289,0.039699571235146,0.107353568018802,0.0479134050732734
"24",0.900432961825073,0.97907769466467,0.0195548396515596,0.987765369405209
"25",0.394090652060164,0.376256248290599,0.206099359079511,0.0850844570510465
"26",0.843953482434726,0.0112684386021951,0.0465915626506056,0.275205364367274
"27",0.965720044126968,0.0279163095563508,0.243198989150781,0.755111276648899
"28",0.430341697105437,0.674204364803973,0.131683056684864,0.028941577208067
"29",0.440838618542271,0.0937027745541205,0.00555714635939003,0.873644460513845
"30",0.195033517018435,0.000536387899721902,0.139924211615562,0.606365404559773
"31",0.919007201356341,0.0226938846204595,0.375904515346155,0.00250302759328616
"32",0.787710601589258,0.0067507330915417,0.190362036740119,0.504031370868292
"33",0.880947323605757,0.647802309950572,0.0345581835291674,0.249603968696501
"34",0.0904481305863414,0.000167345169300348,0.0785762835138428,0.492836498021999
"35",0.918733236199926,0.0183104222504352,4.83573229535662e-06,0.894824126061478
"36",0.365426573253385,0.0366594756506466,4.54001640943141e-06,0.893426925835262
"37",0.309487263709834,0.530166167927154,0.820093754223902,0.77488188669428
"38",0.453138829933069,0.679942620110785,0.0358015835385276,0.723737265351241
"39",0.26407779105489,0.0113203795819501,0.0990671273401382,0.274587300165722
"40",0.0621174512543521,0.273968933255225,0.755298841895322,0.625957618158254
"41",0.0851551031868397,0.0225574131029284,0.650967560852325,0.747686025973821
"42",0.191723604301558,0.104126186076376,0.361697349568625,0.526681030856474
"43",0.672953863886368,0.00265968234491125,0.0753801632073836,0.0253947715459415
"44",0.684046393016552,0.468385803428204,0.0552315721962574,0.0257424357981165
"45",0.971385871504927,0.00654954415898244,0.114967232241507,0.00570810176896922
"46",0.296834907955644,0.813264709113206,0.237585996912198,0.309077905263689
"47",0.964043822667727,0.822608870755494,0.0517278006686232,0.402376819907543
"48",0.732142134436583,0.129397082016664,0.0514923364275359,0.183646584317143
"49",0.933791552061763,0.0869303775761702,2.60059989110489e-05,0.125308061600886
"50",0.25320710588256,0.886220479056286,0.0692402495977896,0.0668513719803178
"51",0.697191785996537,0.876864740900732,0.0429281055049604,0.124510287485502
"52",0.153497409112298,0.81085553597477,0.0286168532302906,0.773114046014899
"53",0.807092430860892,0.61384941278278,0.0243019060569207,0.739338023880445
"54",0.061208851341722,0.00144727285031144,0.102274673823651,0.00354602672941073
"55",0.815020182400072,0.910807342762888,8.71658897308048e-05,0.761914385443253
"56",0.984640754546473,0.500135920347201,0.0671960482529324,0.300239078919444
"57",0.918435376041535,0.74099429175621,0.0471135538583306,0.688941097688722
"58",0.711945453948246,0.146941138301505,0.000237093946001445,0.153250890975307
"59",0.930834501488334,0.895438132643762,0.259754335844289,0.359867059649181
"60",6.57688684644099e-05,0.840594709599636,0.977232659677071,0.803764017197813
"61",0.547852391810992,8.56952755309313e-06,0.00403112110350223,7.44410223122762e-06
"62",0.266696871353057,0.169981645249262,0.00180182391114427,0.0547344096771419
"63",0.196622557824938,0.0531808653349755,0.134883294636414,0.078003535302917
"64",0.968000750483867,0.75059353310697,0.00695095089353988,0.579304499071677
"65",0.262263906017166,0.184719748648965,0.0178176827989882,0.2162776729154
"66",0.656838380923283,0.00654396801477337,0.0596780210293298,1.92988751813189e-05
"67",0.721281641976853,0.000695715297240338,0.0593881956144956,0.000471001282570065
"68",0.620320794518464,0.831024821377729,0.100279790997527,0.898523998188286
"69",0.92067575529457,0.45168246372758,0.0105494582106609,0.260931276641217
"70",0.711926481943,0.0272439559452875,0.00529479591773067,0.137996173971866
"71",0.103667094864331,0.960061461198915,0.489936579345233,0.955054643712202
