"","alpha0tau","alpha1tau","beta1tau","rhotau"
"1",0.960946803727854,0.0995533213839734,0.00228925958331347,0.954684605247664
"2",0.737963548257152,0.00864281695018462,0.00318400556227948,0.204806588529768
"3",0.911216624359555,0.971907093587047,0.0240907826214592,0.844723781554238
"4",0.0857191243388102,3.90344301781534e-09,0.0365542159383157,0.00418211818324123
"5",0.485448891761252,0.197021176324126,0.067898292304509,0.802500565910236
"6",0.914397507368134,0.106769824386914,0.0022609272796002,0.915265559260382
"7",0.650072376024168,0.120618119836814,0.0104436783559387,0.0536582679917157
"8",0.250094339674543,0.940968287220401,0.0045735498441057,0.139966874901522
"9",0.918655278639209,0.358771063955502,0.014843676418619,0.73411559379265
"10",0.675709238604434,0.732647380876459,2.13849369092495e-09,0.836641189486017
"11",0.773511740889046,0.233133373675883,9.88031121933662e-05,0.405670754222076
"12",0.936382180425886,0.780374320207417,0.00550218554801929,0.944729267851055
"13",0.0734238700927915,0.532317563382446,8.71335707250283e-10,0.156776144962407
"14",0.427644919331326,0.0118721140131638,0.00888879198204531,0.836813965962196
"15",0.260288835158961,0.0174723466951428,0.000232839524737931,0.482217449811592
"16",0.823100054385097,0.431067915647706,0.262875455294267,0.52133476133405
"17",0.532673659651286,0.768540599872865,0.00225630989847367,0.888880882641059
"18",0.716072133335732,0.887624134263372,0.161647130154627,0.0905022100616244
"19",0.143332384585729,0.745922885795324,1.75098926667902e-05,0.196116574003589
"20",0.714712219119678,0.147409433514966,0.126182363668252,0.218953146348894
"21",0.615417445721205,0.331351320394294,0.0652334470311246,0.331274952198815
"22",0.0410798668229638,0.00141613755614444,0.448113953591951,0.701374854605372
"23",0.637067111278255,0.519066032680624,0.367276599429855,0.611281741614349
"24",0.558026750662664,0.0254059702014126,0.13248842485843,0.185974080499627
"25",0.418418370921038,0.619327043060714,0.104935238737661,0.0927583258307432
"26",0.397221040441375,0.686339293939165,0.00257193955886206,0.163373321923715
"27",0.0640533622026501,0.810268923619484,0.296059477120352,0.967157104023739
"28",0.214236750921565,0.000358291645688096,0.0180842890564447,0.769985749031331
"29",0.227177125884695,0.0916721259025155,0.0872493759682283,0.0629222950320258
"30",0.958744541964137,0.0769618369356014,0.338129581311785,0.225574152972085
"31",0.102696259630796,0.0162414095311079,0.662380777779673,0.876568474466217
"32",0.158221076031467,0.12067488863811,0.279905415311969,0.709701169838529
"33",0.0863450920509792,0.260657246608973,0.851294479875559,0.543904135119702
"34",0.376457808049881,0.00255013936735805,0.20374418799134,0.193554256336312
"35",0.938722292741201,0.128201899846601,0.0723134629971702,0.801560385451007
"36",0.902446959854412,0.0175960426698249,0.167122582337206,0.196799491638962
"37",0.455637584002729,0.289540815069996,0.0141756280190688,0.126308192025182
"38",0.494758691500461,0.173085644168243,0.0820173784461825,0.295904840786797
"39",0.340928841836786,0.000129064445795783,0.512085455723729,0.442137306755292
"40",0.917668386163401,0.141189536977936,7.75108123188649e-05,0.897139759113625
"41",0.53064174627425,0.00448193826222372,0.00421085024661291,0.614815613586666
"42",0.0084551534418533,0.0153331288206051,0.094442970921565,0.654840315025311
"43",0.125902574751489,0.590972495492659,0.0116999994939438,0.873233640552273
"44",0.682999003700265,0.398171583257297,1.1247838004455e-07,0.887971433179469
"45",0.000572654948611191,0.0188751167626176,0.224538074862338,0.69727007691668
"46",0.540970233556056,0.11650199473903,5.98939416374032e-05,0.0222561500556636
"47",0.907349743920342,0.393226795304986,0.00125763211379553,0.345132117699765
"48",0.180716705538858,0.545254387187331,0.024594433612932,0.143453365217384
"49",0.0778100614845644,0.914206703429102,7.69051956165885e-08,0.743574285404204
"50",0.535987305462676,0.0290885272977033,0.000433212621089385,0.10354133049158
"51",0.613456508069872,0.50909792423814,0.000145282546820368,0.152985705584797
"52",0.292069325034939,0.184607117463349,0.000599889109694698,0.0033131435419116
"53",0.652440543678784,0.656601976914885,0.00213950263403308,0.486704290528197
"54",0.492233007234899,0.057906560476912,0.0048933780085678,0.965428414521781
"55",0.133906660366222,0.751985540008703,0.0356231958304295,0.14167659606926
"56",0.233876374428428,0.0635606750345196,0.158524222101671,0.0969146834377525
"57",0.549821940896009,0.410427685304281,0.0263503716189652,0.789203308662007
"58",0.737176837698903,0.648035444476284,0.260677890135461,0.0237865747746104
"59",0.323081820616207,0.149598566112785,0.0535876873758867,0.0589993317994891
"60",0.817157964024761,0.0274904995045884,0.20638378481486,0.49868179026367
"61",0.119872850119317,0.71913711825195,0.00192060665334885,0.329905709595011
"62",0.671484870640291,0.876564840471565,0.000647772988711242,0.124289281273065
"63",0.977155110495786,0.515746987453837,0.00078300332336312,0.422705465320054
"64",0.646188632209497,0.203991024324628,0.000136384129850679,0.4348491962476
"65",0.348580524608973,0.0263673811806523,0.04805631260599,0.00499270127738161
"66",0.0435418786382647,0.708310125744225,0.107417607604029,0.292334889569172
"67",0.12844609993062,0.0768906961415628,0.0228619457620894,0.649545919284841
"68",0.299203554991595,0.654296396236415,0.000375279060524646,0.615870922208496
"69",0.244144605537807,0.101969838995992,0.00198814634606042,0.604239319873389
"70",0.934660346552524,0.909246144978893,4.90937581087622e-05,0.759531295626092
"71",0.0081404158933606,0.119323658337511,0.0141969923287688,0.175463150455205
